"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"owcwmwq   ","P",04/25/1996 14:30,1,0,"",19.4,<4> ,0.45,<4> ,0.2,<4> ,78.1,<4> ,7.2,<4> ,0.12,<4> ,"","","",<-1> ,"","",8.0,<4> ,145,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 14:45,1,0,"",19.7,<4> ,0.45,<4> ,0.2,<4> ,75.2,<4> ,6.9,<4> ,0.10,<4> ,"","","",<-1> ,"","",7.9,<4> ,197,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 15:00,1,0,"",18.1,<4> ,0.45,<4> ,0.2,<4> ,79.9,<4> ,7.5,<4> ,0.09,<4> ,"","","",<-1> ,"","",7.9,<4> ,152,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 15:15,1,0,"",19.3,<4> ,0.46,<4> ,0.2,<4> ,74.7,<4> ,6.9,<4> ,0.10,<4> ,"","","",<-1> ,"","",7.8,<4> ,223,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 15:30,1,0,"",19.0,<4> ,0.46,<4> ,0.2,<4> ,74.2,<4> ,6.9,<4> ,0.09,<4> ,"","","",<-1> ,"","",7.8,<4> ,146,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 15:45,1,0,"",17.7,<4> ,0.46,<4> ,0.2,<4> ,75.6,<4> ,7.2,<4> ,0.13,<4> ,"","","",<-1> ,"","",7.8,<4> ,196,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 16:00,1,0,"",19.2,<4> ,0.46,<4> ,0.2,<4> ,57.4,<4> ,5.3,<4> ,0.12,<4> ,"","","",<-1> ,"","",7.7,<4> ,244,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 16:15,1,0,"",18.6,<4> ,0.47,<4> ,0.2,<4> ,63.5,<4> ,5.9,<4> ,0.14,<4> ,"","","",<-1> ,"","",7.7,<4> ,253,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 16:30,1,0,"",18.3,<4> ,0.47,<4> ,0.2,<4> ,60.4,<4> ,5.7,<4> ,0.13,<4> ,"","","",<-1> ,"","",7.6,<4> ,238,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 16:45,1,0,"",17.7,<4> ,0.47,<4> ,0.2,<4> ,58.1,<4> ,5.5,<4> ,0.14,<4> ,"","","",<-1> ,"","",7.6,<4> ,224,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 17:00,1,0,"",17.7,<4> ,0.47,<4> ,0.2,<4> ,57.1,<4> ,5.4,<4> ,0.13,<4> ,"","","",<-1> ,"","",7.6,<4> ,177,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 17:15,1,0,"",17.2,<4> ,0.47,<4> ,0.2,<4> ,59.5,<4> ,5.7,<4> ,0.12,<4> ,"","","",<-1> ,"","",7.6,<4> ,222,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 17:30,1,0,"",16.9,<4> ,0.47,<4> ,0.2,<4> ,61.0,<4> ,5.9,<4> ,0.13,<4> ,"","","",<-1> ,"","",7.6,<4> ,196,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 17:45,1,0,"",15.2,<4> ,0.47,<4> ,0.2,<4> ,76.7,<4> ,7.7,<4> ,0.15,<4> ,"","","",<-1> ,"","",7.7,<4> ,124,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 18:00,1,0,"",16.7,<4> ,0.48,<4> ,0.2,<4> ,62.8,<4> ,6.1,<4> ,0.13,<4> ,"","","",<-1> ,"","",7.6,<4> ,200,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 18:15,1,0,"",15.9,<4> ,0.48,<4> ,0.2,<4> ,68.6,<4> ,6.8,<4> ,0.13,<4> ,"","","",<-1> ,"","",7.7,<4> ,215,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 18:30,1,0,"",15.6,<4> ,0.48,<4> ,0.2,<4> ,69.8,<4> ,6.9,<4> ,0.14,<4> ,"","","",<-1> ,"","",7.7,<4> ,163,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 18:45,1,0,"",15.9,<4> ,0.48,<4> ,0.2,<4> ,68.9,<4> ,6.8,<4> ,0.13,<4> ,"","","",<-1> ,"","",7.7,<4> ,157,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 19:00,1,0,"",15.3,<4> ,0.48,<4> ,0.2,<4> ,74.7,<4> ,7.5,<4> ,0.13,<4> ,"","","",<-1> ,"","",7.8,<4> ,135,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 19:15,1,0,"",15.1,<4> ,0.48,<4> ,0.2,<4> ,76.2,<4> ,7.7,<4> ,0.12,<4> ,"","","",<-1> ,"","",7.8,<4> ,163,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 19:30,1,0,"",15.0,<4> ,0.48,<4> ,0.2,<4> ,75.7,<4> ,7.6,<4> ,0.11,<4> ,"","","",<-1> ,"","",7.8,<4> ,126,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 19:45,1,0,"",14.8,<4> ,0.49,<4> ,0.2,<4> ,73.0,<4> ,7.4,<4> ,0.13,<4> ,"","","",<-1> ,"","",7.7,<4> ,160,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 20:00,1,0,"",13.7,<4> ,0.48,<4> ,0.2,<4> ,78.2,<4> ,8.1,<4> ,0.16,<4> ,"","","",<-1> ,"","",7.8,<4> ,106,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 20:15,1,0,"",12.5,<4> ,0.39,<4> ,0.2,<4> ,79.0,<4> ,8.4,<4> ,0.21,<4> ,"","","",<-1> ,"","",7.8,<4> ,164,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 20:30,1,0,"",10.9,<4> ,0.33,<4> ,0.2,<4> ,83.9,<4> ,9.3,<4> ,0.24,<4> ,"","","",<-1> ,"","",7.9,<4> ,118,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 20:45,1,0,"",10.7,<4> ,0.33,<4> ,0.2,<4> ,83.9,<4> ,9.3,<4> ,0.28,<4> ,"","","",<-1> ,"","",7.9,<4> ,128,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 21:00,1,0,"",10.5,<4> ,0.33,<4> ,0.2,<4> ,84.6,<4> ,9.4,<4> ,0.34,<4> ,"","","",<-1> ,"","",7.9,<4> ,178,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 21:15,1,0,"",10.4,<4> ,0.32,<4> ,0.2,<4> ,84.5,<4> ,9.4,<4> ,0.37,<4> ,"","","",<-1> ,"","",8.0,<4> ,213,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 21:30,1,0,"",11.0,<4> ,0.34,<4> ,0.2,<4> ,83.2,<4> ,9.2,<4> ,0.32,<4> ,"","","",<-1> ,"","",7.9,<4> ,115,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 21:45,1,0,"",11.2,<4> ,0.35,<4> ,0.2,<4> ,85.0,<4> ,9.3,<4> ,0.26,<4> ,"","","",<-1> ,"","",7.9,<4> ,88,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 22:00,1,0,"",11.8,<4> ,0.36,<4> ,0.2,<4> ,83.2,<4> ,9.0,<4> ,0.24,<4> ,"","","",<-1> ,"","",7.9,<4> ,75,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 22:15,1,0,"",12.3,<4> ,0.42,<4> ,0.2,<4> ,80.3,<4> ,8.6,<4> ,0.20,<4> ,"","","",<-1> ,"","",7.8,<4> ,81,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 22:30,1,0,"",12.6,<4> ,0.40,<4> ,0.2,<4> ,77.0,<4> ,8.2,<4> ,0.18,<4> ,"","","",<-1> ,"","",7.8,<4> ,93,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 22:45,1,0,"",12.6,<4> ,0.45,<4> ,0.2,<4> ,75.4,<4> ,8.0,<4> ,0.16,<4> ,"","","",<-1> ,"","",7.8,<4> ,80,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 23:00,1,0,"",13.1,<4> ,0.46,<4> ,0.2,<4> ,72.5,<4> ,7.6,<4> ,0.11,<4> ,"","","",<-1> ,"","",7.8,<4> ,83,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 23:15,1,0,"",12.9,<4> ,0.47,<4> ,0.2,<4> ,75.3,<4> ,7.9,<4> ,0.10,<4> ,"","","",<-1> ,"","",7.7,<4> ,189,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 23:30,1,0,"",12.9,<4> ,0.47,<4> ,0.2,<4> ,73.9,<4> ,7.8,<4> ,0.09,<4> ,"","","",<-1> ,"","",7.8,<4> ,102,<4> ,"",<-1> ,
"owcwmwq   ","P",04/25/1996 23:45,1,0,"",12.8,<4> ,0.48,<4> ,0.2,<4> ,74.5,<4> ,7.9,<4> ,0.13,<4> ,"","","",<-1> ,"","",7.7,<4> ,164,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 0:00,1,0,"",12.7,<4> ,0.48,<4> ,0.2,<4> ,74.3,<4> ,7.9,<4> ,0.16,<4> ,"","","",<-1> ,"","",7.7,<4> ,133,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 0:15,1,0,"",12.7,<4> ,0.48,<4> ,0.2,<4> ,73.6,<4> ,7.8,<4> ,0.21,<4> ,"","","",<-1> ,"","",7.7,<4> ,145,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 0:30,1,0,"",10.9,<4> ,0.35,<4> ,0.2,<4> ,82.7,<4> ,9.1,<4> ,0.25,<4> ,"","","",<-1> ,"","",7.9,<4> ,127,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 0:45,1,0,"",10.6,<4> ,0.34,<4> ,0.2,<4> ,84.0,<4> ,9.3,<4> ,0.26,<4> ,"","","",<-1> ,"","",7.9,<4> ,131,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 1:00,1,0,"",11.7,<4> ,0.42,<4> ,0.2,<4> ,76.6,<4> ,8.3,<4> ,0.22,<4> ,"","","",<-1> ,"","",7.9,<4> ,121,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 1:15,1,0,"",12.1,<4> ,0.45,<4> ,0.2,<4> ,75.4,<4> ,8.1,<4> ,0.18,<4> ,"","","",<-1> ,"","",7.8,<4> ,122,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 1:30,1,0,"",12.1,<4> ,0.48,<4> ,0.2,<4> ,75.6,<4> ,8.1,<4> ,0.15,<4> ,"","","",<-1> ,"","",7.7,<4> ,127,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 1:45,1,0,"",12.0,<4> ,0.48,<4> ,0.2,<4> ,74.4,<4> ,8.0,<4> ,0.11,<4> ,"","","",<-1> ,"","",7.8,<4> ,100,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 2:00,1,0,"",12.1,<4> ,0.48,<4> ,0.2,<4> ,73.6,<4> ,7.9,<4> ,0.11,<4> ,"","","",<-1> ,"","",7.7,<4> ,107,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 2:15,1,0,"",11.9,<4> ,0.48,<4> ,0.2,<4> ,73.3,<4> ,7.9,<4> ,0.08,<4> ,"","","",<-1> ,"","",7.7,<4> ,85,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 2:30,1,0,"",12.0,<4> ,0.49,<4> ,0.2,<4> ,72.6,<4> ,7.8,<4> ,0.13,<4> ,"","","",<-1> ,"","",7.7,<4> ,124,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 2:45,1,0,"",12.1,<4> ,0.49,<4> ,0.2,<4> ,72.5,<4> ,7.8,<4> ,0.11,<4> ,"","","",<-1> ,"","",7.7,<4> ,102,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 3:00,1,0,"",12.1,<4> ,0.49,<4> ,0.2,<4> ,71.8,<4> ,7.7,<4> ,0.17,<4> ,"","","",<-1> ,"","",7.7,<4> ,153,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 3:15,1,0,"",11.7,<4> ,0.44,<4> ,0.2,<4> ,73.1,<4> ,7.9,<4> ,0.21,<4> ,"","","",<-1> ,"","",7.8,<4> ,150,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 3:30,1,0,"",10.5,<4> ,0.33,<4> ,0.2,<4> ,82.6,<4> ,9.2,<4> ,0.27,<4> ,"","","",<-1> ,"","",7.9,<4> ,165,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 3:45,1,0,"",10.5,<4> ,0.34,<4> ,0.2,<4> ,82.7,<4> ,9.2,<4> ,0.29,<4> ,"","","",<-1> ,"","",7.9,<4> ,112,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 4:00,1,0,"",10.9,<4> ,0.40,<4> ,0.2,<4> ,80.0,<4> ,8.8,<4> ,0.25,<4> ,"","","",<-1> ,"","",7.8,<4> ,102,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 4:15,1,0,"",10.7,<4> ,0.36,<4> ,0.2,<4> ,82.1,<4> ,9.1,<4> ,0.24,<4> ,"","","",<-1> ,"","",7.9,<4> ,113,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 4:30,1,0,"",11.2,<4> ,0.40,<4> ,0.2,<4> ,76.7,<4> ,8.4,<4> ,0.16,<4> ,"","","",<-1> ,"","",7.8,<4> ,93,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 4:45,1,0,"",11.3,<4> ,0.47,<4> ,0.2,<4> ,75.8,<4> ,8.3,<4> ,0.16,<4> ,"","","",<-1> ,"","",7.7,<4> ,93,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 5:00,1,0,"",11.2,<4> ,0.49,<4> ,0.2,<4> ,73.4,<4> ,8.0,<4> ,0.15,<4> ,"","","",<-1> ,"","",7.7,<4> ,88,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 5:15,1,0,"",11.2,<4> ,0.45,<4> ,0.2,<4> ,74.7,<4> ,8.2,<4> ,0.17,<4> ,"","","",<-1> ,"","",7.8,<4> ,90,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 5:30,1,0,"",11.4,<4> ,0.47,<4> ,0.2,<4> ,72.8,<4> ,7.9,<4> ,0.18,<4> ,"","","",<-1> ,"","",7.7,<4> ,102,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 5:45,1,0,"",11.5,<4> ,0.47,<4> ,0.2,<4> ,71.2,<4> ,7.8,<4> ,0.21,<4> ,"","","",<-1> ,"","",7.7,<4> ,123,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 6:00,1,0,"",10.6,<4> ,0.36,<4> ,0.2,<4> ,79.8,<4> ,8.9,<4> ,0.27,<4> ,"","","",<-1> ,"","",7.9,<4> ,141,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 6:15,1,0,"",10.4,<4> ,0.33,<4> ,0.2,<4> ,82.2,<4> ,9.2,<4> ,0.28,<4> ,"","","",<-1> ,"","",7.9,<4> ,83,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 6:30,1,0,"",10.3,<4> ,0.33,<4> ,0.2,<4> ,82.7,<4> ,9.3,<4> ,0.31,<4> ,"","","",<-1> ,"","",7.9,<4> ,94,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 6:45,1,0,"",10.7,<4> ,0.41,<4> ,0.2,<4> ,77.2,<4> ,8.6,<4> ,0.26,<4> ,"","","",<-1> ,"","",7.8,<4> ,136,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 7:00,1,0,"",10.8,<4> ,0.41,<4> ,0.2,<4> ,77.4,<4> ,8.6,<4> ,0.26,<4> ,"","","",<-1> ,"","",7.8,<4> ,96,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 7:15,1,0,"",10.9,<4> ,0.44,<4> ,0.2,<4> ,74.2,<4> ,8.2,<4> ,0.24,<4> ,"","","",<-1> ,"","",7.8,<4> ,103,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 7:30,1,0,"",10.9,<4> ,0.44,<4> ,0.2,<4> ,75.6,<4> ,8.3,<4> ,0.21,<4> ,"","","",<-1> ,"","",7.8,<4> ,92,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 7:45,1,0,"",11.1,<4> ,0.44,<4> ,0.2,<4> ,76.9,<4> ,8.4,<4> ,0.22,<4> ,"","","",<-1> ,"","",7.8,<4> ,97,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 8:00,1,0,"",11.3,<4> ,0.48,<4> ,0.2,<4> ,76.4,<4> ,8.3,<4> ,0.22,<4> ,"","","",<-1> ,"","",7.8,<4> ,90,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 8:15,1,0,"",11.6,<4> ,0.46,<4> ,0.2,<4> ,78.8,<4> ,8.6,<4> ,0.20,<4> ,"","","",<-1> ,"","",7.8,<4> ,84,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 8:30,1,0,"",12.1,<4> ,0.48,<4> ,0.2,<4> ,80.4,<4> ,8.6,<4> ,0.19,<4> ,"","","",<-1> ,"","",7.8,<4> ,94,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 8:45,1,0,"",12.0,<4> ,0.48,<4> ,0.2,<4> ,76.4,<4> ,8.2,<4> ,0.23,<4> ,"","","",<-1> ,"","",7.8,<4> ,167,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 9:00,1,0,"",11.9,<4> ,0.49,<4> ,0.2,<4> ,74.3,<4> ,8.0,<4> ,0.24,<4> ,"","","",<-1> ,"","",7.8,<4> ,124,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 9:15,1,0,"",11.7,<4> ,0.43,<4> ,0.2,<4> ,75.1,<4> ,8.1,<4> ,0.27,<4> ,"","","",<-1> ,"","",7.8,<4> ,122,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 9:30,1,0,"",13.2,<4> ,0.48,<4> ,0.2,<4> ,82.3,<4> ,8.6,<4> ,0.22,<4> ,"","","",<-1> ,"","",7.8,<4> ,138,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 9:45,1,0,"",12.7,<4> ,0.48,<4> ,0.2,<4> ,79.2,<4> ,8.4,<4> ,0.23,<4> ,"","","",<-1> ,"","",7.8,<4> ,128,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 10:00,1,0,"",12.4,<4> ,0.48,<4> ,0.2,<4> ,77.5,<4> ,8.3,<4> ,0.24,<4> ,"","","",<-1> ,"","",7.8,<4> ,107,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 10:15,1,0,"",13.1,<4> ,0.49,<4> ,0.2,<4> ,79.3,<4> ,8.3,<4> ,0.24,<4> ,"","","",<-1> ,"","",7.8,<4> ,102,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 10:30,1,0,"",12.5,<4> ,0.49,<4> ,0.2,<4> ,76.7,<4> ,8.2,<4> ,0.24,<4> ,"","","",<-1> ,"","",7.8,<4> ,94,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 10:45,1,0,"",13.8,<4> ,0.49,<4> ,0.2,<4> ,80.1,<4> ,8.3,<4> ,0.24,<4> ,"","","",<-1> ,"","",7.9,<4> ,102,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 11:00,1,0,"",13.4,<4> ,0.49,<4> ,0.2,<4> ,79.1,<4> ,8.2,<4> ,0.23,<4> ,"","","",<-1> ,"","",7.8,<4> ,113,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 11:15,1,0,"",14.4,<4> ,0.49,<4> ,0.2,<4> ,85.5,<4> ,8.7,<4> ,0.20,<4> ,"","","",<-1> ,"","",7.8,<4> ,109,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 11:30,1,0,"",14.0,<4> ,0.51,<4> ,0.2,<4> ,80.2,<4> ,8.2,<4> ,0.17,<4> ,"","","",<-1> ,"","",7.8,<4> ,116,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 11:45,1,0,"",14.2,<4> ,0.50,<4> ,0.2,<4> ,82.1,<4> ,8.4,<4> ,0.17,<4> ,"","","",<-1> ,"","",7.8,<4> ,117,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 12:00,1,0,"",14.3,<4> ,0.50,<4> ,0.2,<4> ,81.4,<4> ,8.3,<4> ,0.17,<4> ,"","","",<-1> ,"","",7.8,<4> ,155,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 12:15,1,0,"",14.3,<4> ,0.51,<4> ,0.2,<4> ,80.5,<4> ,8.2,<4> ,0.19,<4> ,"","","",<-1> ,"","",7.8,<4> ,153,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 12:30,1,0,"",14.8,<4> ,0.50,<4> ,0.2,<4> ,79.1,<4> ,8.0,<4> ,0.18,<4> ,"","","",<-1> ,"","",7.8,<4> ,111,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 12:45,1,0,"",14.3,<4> ,0.51,<4> ,0.3,<4> ,79.3,<4> ,8.1,<4> ,0.17,<4> ,"","","",<-1> ,"","",7.7,<4> ,114,<4> ,"",<-1> ,
"owcwmwq   ","P",04/26/1996 13:00,1,0,"",14.8,<4> ,0.51,<4> ,0.2,<4> ,76.9,<4> ,7.8,<4> ,0.17,<4> ,"","","",<-1> ,"","",7.8,<4> ,120,<4> ,"",<-1> ,
